"No.","Time","Source","Destination","Protocol","Length","Info"
"1260","4.181037523","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1261","4.181037540","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1262","4.181037557","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1263","4.181037599","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1264","4.181040674","192.168.43.128","142.250.204.35","QUIC","77","Protected Payload (KP0), DCID=ecbde96e6ae9724c"
"1265","4.184576879","192.168.43.128","142.250.204.35","QUIC","78","Protected Payload (KP0), DCID=ecbde96e6ae9724c"
"1266","4.184661899","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1267","4.184661992","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1268","4.184662010","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1269","4.184662026","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1270","4.188026591","192.168.43.128","142.250.204.35","QUIC","78","Protected Payload (KP0), DCID=ecbde96e6ae9724c"
"1271","4.191796352","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1272","4.191796473","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1273","4.191796490","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1274","4.193867491","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1275","4.193867709","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
"1276","4.193867797","142.250.204.35","192.168.43.128","QUIC","1294","Protected Payload (KP0)"
